Target gene,Percent.Peptide,Amino.Acid.Cut.position,score_drug_gene_rank,score_drug_gene_threshold,predictions,A_18,C_20,C_24,G_18,G_24,G_28,T_22,T_23,T_24,AC_21,GA_24,GG_20,TG_23,TT_21,TT_23,GGG_26,TGG_25,TTC_22,TTG_24,TTT_22,GTGG_24,TGGG_25,TTTG_23,GC_Count,A_Count,G_Count
NF1,43.47,1234,0.501358696,0,0.6116642474,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,4
CD13,59.67,577,0.527472527,0,0.530448544,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,6,10
NF1,89.86,2551,0.438858696,0,0.4317249305,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,5
CD13,76.42,739,0.381318681,0,0.4263448973,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,13,5
MED12,25.22,549,0.897186147,1,0.6610347975,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,10
MED12,25.22,549,0.911255411,1,0.6610347975,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,10
NF2,30.76,183,0.97309417,1,0.6225869524,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,11
CD13,63.91,618,0.908791209,1,0.611465973,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,16,7,8
MED12,37.76,822,0.563852814,0,0.3573416863,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,6,11
MED12,37.76,822,0.50974026,0,0.3573416863,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,6,11
TADA2B,36.9,155,0.742105263,0,0.6795563401,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,6,11
THY1,36.42,59,0.725806452,0,0.5822866321,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,10,11
NF2,76.97,458,0.35426009,0,0.4597417808,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,10
CCDC101,8.19,24,0.832214765,1,0.7024105772,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,4
MED12,23.79,518,0.965367965,1,0.6734362,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,10
MED12,23.79,518,0.931818182,1,0.6734362,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,10
CD13,67.22,650,0.938461538,1,0.6692005349,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,9
CD33,51.1,186,0.341991342,0,0.4299906801,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,7
NF1,10.95,311,0.561141304,0,0.5845622083,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,4,5
TADA2B,99.52,418,0.094736842,0,0.2157348687,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,6,8
MED12,1.47,32,0.600649351,0,0.6909064684,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,10,8
MED12,1.47,32,0.583333333,0,0.6909064684,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,10,8
CD5,25.3,125,0.866108787,1,0.5573524532,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,18,7,10
MED12,57.1,1243,0.782467532,0,0.7033271158,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,8,10
MED12,57.1,1243,0.630952381,0,0.7033271158,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,8,10
MED12,39.14,852,0.329004329,0,0.3773289427,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,16,5,8
MED12,39.14,852,0.32034632,0,0.3773289427,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,16,5,8
CD33,56.32,205,0.495670996,0,0.2765948353,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,21,2,14
CD45,20.88,236,0.469314079,0,0.5835128173,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,9,8
MED12,49.15,1070,0.628787879,0,0.5880762101,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,8,4
MED12,49.15,1070,0.515151515,0,0.5880762101,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,8,4
MED12,99.82,2173,0.155844156,0,0.2471671325,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,14,7,8
MED12,99.82,2173,0.084415584,0,0.2471671325,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,14,7,8
MED12,92.1,2005,0.306277056,0,0.3172855916,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,5,12
MED12,92.1,2005,0.304112554,0,0.3172855916,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,5,12
CD13,15.41,149,0.886813187,1,0.6902960153,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,11
NF1,49.95,1418,0.830163043,1,0.5985131964,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,9
NF1,57.59,1635,0.029891304,0,0.2376248914,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,8,5
CD45,49.2,556,0.805054152,1,0.695299994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,7
CD28,1.38,3,0.986486486,1,0.6475927835,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,6
MED12,29.31,638,0.662337662,0,0.5725816511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,11
MED12,29.31,638,0.827922078,1,0.5725816511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,11
CUL3,21.48,165,0.116883117,0,0.3561359108,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,13,9,7
NF1,36.28,1030,0.616847826,0,0.6132148804,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,10,6
NF1,47.09,1337,0.400815217,0,0.5821711769,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,5,9
NF2,57.14,340,0.614349776,0,0.6481661046,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,3,7
NF1,97.82,2777,0.167119565,0,0.2309445527,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,10,11
CCDC101,41.98,123,0.053691275,0,0.4345271082,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,5,12
NF1,29.41,835,0.347826087,0,0.6005369308,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,6,8
NF1,64.46,1830,0.836956522,1,0.535849435,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,15,7,6
MED12,61.05,1329,0.63961039,0,0.7140641274,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,14,7,7
MED12,61.05,1329,0.601731602,0,0.7140641274,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,14,7,7
CD15,54.53,289,0.538461538,0,0.4476347469,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,5,9
TADA2B,79.05,332,0.584210526,0,0.5002764424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,12
MED12,22.09,481,0.126623377,0,0.5105220537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,7
MED12,22.09,481,0.204545455,0,0.5105220537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,7
MED12,28.57,622,0.82034632,1,0.5775112398,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,11
MED12,28.57,622,0.8495671,1,0.5775112398,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,11
MED12,64.12,1396,0.561688312,0,0.6290805779,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,8
MED12,64.12,1396,0.622294372,0,0.6290805779,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,8
MED12,18.7,407,0.854978355,1,0.6360566393,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,7
MED12,18.7,407,0.915584416,1,0.6360566393,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,7
CD13,55.43,536,0.942857143,1,0.6724783156,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,20,6,5
CD43,18.48,73,0.02173913,0,0.3116099748,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,14,10,10
CD13,6.31,61,0.107692308,0,0.3202753344,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,15
CD13,1.34,13,0.047252747,0,0.3419698349,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,8
NF1,38.36,1089,0.243206522,0,0.3287889241,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,6,3
CD5,4.25,21,0.0041841,0,0.4137978082,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,6
CD13,41.26,399,0.63956044,0,0.6274437276,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,4
MED12,98.25,2139,0.054112554,0,0.1628132912,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,7
MED12,98.25,2139,0.050865801,0,0.1628132912,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,7
NF2,42.52,253,0.896860987,1,0.6382844337,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,6,11
NF1,98.84,2806,0.183423913,0,0.257928303,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,16,5,9
CD45,67.79,766,0.285198556,0,0.4295403243,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,15
MED12,98.07,2135,0.041125541,0,0.1149292068,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,11
MED12,98.07,2135,0.025974026,0,0.1149292068,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,11
CD33,58.52,213,0.586580087,0,0.5705093723,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,6
MED12,65.32,1422,0.708874459,0,0.5915353657,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,3,8
MED12,65.32,1422,0.674242424,0,0.5915353657,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,3,8
MED12,30.55,665,0.141774892,0,0.3782210635,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,9,8
MED12,30.55,665,0.098484848,0,0.3782210635,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,9,8
MED12,85.94,1871,0.683982684,0,0.5269471743,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,19,5,13
MED12,85.94,1871,0.596320346,0,0.5269471743,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,19,5,13
NF1,64.35,1827,0.486413043,0,0.4659095824,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,4
MED12,30.41,662,0.462121212,0,0.5602291458,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,8,7
MED12,30.41,662,0.458874459,0,0.5602291458,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,8,7
MED12,55.72,1213,0.658008658,0,0.3985770643,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,4,11
MED12,55.72,1213,0.675324675,0,0.3985770643,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,4,11
H2-K,82.38,304,0.301775148,0,0.5722635777,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,6,4
NF1,25.89,735,0.357336957,0,0.5304947672,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,10,7
NF1,44.91,1275,0.948369565,1,0.7171734263,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,8,6
CD15,27.55,146,0.087912088,0,0.3523738854,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,3,10
CD45,83.72,946,0.866425993,1,0.4575290911,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,15,5,7
NF1,74.64,2119,0.639945652,0,0.5192852747,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,10
NF1,71.12,2019,0.154891304,0,0.4119147429,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,5,6
NF1,27.26,774,0.751358696,0,0.7929740522,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,15,10,7
MED12,55.86,1216,0.827922078,1,0.5390472859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,6,9
MED12,55.86,1216,0.895021645,1,0.5390472859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,6,9
CD45,25.31,286,0.783393502,0,0.5965004544,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,9,7
MED12,54.94,1196,0.794372294,0,0.7314430411,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,6
MED12,54.94,1196,0.813852814,1,0.7314430411,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,6
CD13,36.5,353,0.771428571,0,0.5117709055,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,3,8
NF1,64.99,1845,0.423913043,0,0.5546522342,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,9,3
CCDC101,26.28,77,0.758389262,0,0.4491597988,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,5,4
MED12,31.83,693,0.691558442,0,0.5065008173,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,8
MED12,31.83,693,0.71969697,0,0.5065008173,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,8
MED12,31.69,690,0.485930736,0,0.4905155238,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,9
MED12,31.69,690,0.388528139,0,0.4905155238,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,9
MED12,37.25,811,0.035714286,0,0.3913635388,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,13
MED12,37.25,811,0.114718615,0,0.3913635388,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,13
MED12,28.71,625,0.002164502,0,0.3364383991,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,19,4,9
MED12,28.71,625,0.00974026,0,0.3364383991,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,19,4,9
H2-K,51.76,191,0.775147929,0,0.6559685761,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,3,9
CD45,25.58,289,0.299638989,0,0.4707930771,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,14,7,7
CD5,45.34,224,0.209205021,0,0.4157278337,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,20,3,12
NF1,74.74,2122,0.755434783,0,0.5028040204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,6,5
MED12,22.23,484,0.337662338,0,0.3328061936,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,12,6,5
MED12,22.23,484,0.318181818,0,0.3328061936,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,12,6,5
TADA2B,19.76,83,1,1,0.6468844312,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,6,9
NF1,4.58,130,1,1,0.5159851044,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,6,8
H2-K,35.5,131,0.633136095,0,0.5692088594,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,3,13
TADA2B,70,294,0.321052632,0,0.4491925542,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,9,10
CD13,51.4,497,0.293406593,0,0.6679797191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,9
CD13,47.16,456,0.895604396,1,0.6041778605,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,21,4,15
TADA2B,49.05,206,0.826315789,1,0.7151808317,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,19,5,9
H2-K,52.85,195,0.396449704,0,0.5033834646,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,9
CUL3,1.56,12,0.331168831,0,0.3394648613,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,2,9
NF1,64.21,1823,0.955163043,1,0.5723969034,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,9,10
NF2,7.9,47,0.865470852,1,0.7227702641,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,11,7
CD15,91.51,485,0.952380952,1,0.506525156,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,12
CCDC101,73.72,216,0.993288591,1,0.6762633564,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,21,2,11
CD45,58.14,657,0.44765343,0,0.4612230579,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,7,10
NF1,76.93,2184,0.169836957,0,0.3440692006,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,5,8
CD33,25.55,93,0.681818182,0,0.7121588262,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,5,10
MED12,80.16,1745,0.324675325,0,0.4101222165,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,20,3,11
MED12,80.16,1745,0.278138528,0,0.4101222165,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,20,3,11
NF1,54.7,1553,0.38451087,0,0.6627971411,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,18,7,9
CD43,3.04,12,0.420289855,0,0.3041897787,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,18,1,8
MED12,20.76,452,0.668831169,0,0.5162794403,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,15,4,5
MED12,20.76,452,0.708874459,0,0.5162794403,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,15,4,5
MED12,50.85,1107,0.392857143,0,0.5095573057,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,14,5,6
MED12,50.85,1107,0.347402597,0,0.5095573057,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,14,5,6
CD5,38.66,191,0.351464435,0,0.5611718328,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,6
NF1,88.06,2500,0.398097826,0,0.4626099364,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,7
CD5,81.58,403,0.535564854,0,0.4986449195,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,6,10
CD43,25.32,100,0.217391304,0,0.5021686083,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,8,9
CD13,49.64,480,0.864835165,1,0.4377751482,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,20,5,12
NF2,23.53,140,0.134529148,0,0.4052038368,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,1,8
MED12,1.06,23,0.615800866,0,0.6716348423,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,6,13
MED12,1.06,23,0.495670996,0,0.6716348423,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,6,13
MED12,4,87,0.659090909,0,0.5911145016,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,6,11
MED12,4,87,0.585497835,0,0.5911145016,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,6,11
MED12,25.86,563,0.37987013,0,0.560914043,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,11
MED12,25.86,563,0.401515152,0,0.560914043,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,11
CD15,65.47,347,0.058608059,0,0.3520986062,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,12
NF1,23.21,659,0.566576087,0,0.5843826673,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,6,9
CD5,32.19,159,0.192468619,0,0.3033409337,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,19,5,10
CD33,28.57,104,0.846320346,1,0.4597084612,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,4,9
NF1,88.55,2514,0.153532609,0,0.2492258388,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,2,12
CD33,78.57,286,0.296536797,0,0.3164961507,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,19,0,9
CD5,68.62,339,0.430962343,0,0.5420953044,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,11
CD33,50.82,185,0.238095238,0,0.3526674673,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,4,16
NF1,63.79,1811,0.679347826,0,0.6667824464,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,11
NF1,87.95,2497,0.64673913,0,0.5084503104,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16,7,9
CCDC101,77.13,226,0.67114094,0,0.3736411156,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,5,8
MED12,1.29,28,0.414502165,0,0.4640567954,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,17,3,9
MED12,1.29,28,0.387445887,0,0.4640567954,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,17,3,9
MED12,27.1,590,0.733766234,0,0.6550758596,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,17,8,12
MED12,27.1,590,0.641774892,0,0.6550758596,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,17,8,12
CUL3,0.91,7,0.181818182,0,0.5502875433,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,9,10
NF2,58.15,346,0.452914798,0,0.6817167483,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,9,14
HPRT1,25.69,56,0.953125,1,0.6175814173,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,15,8,13
MED12,19.75,430,0.468614719,0,0.6231338353,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,10,13
MED12,19.75,430,0.512987013,0,0.6231338353,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,10,13
MED12,15.53,338,0.095238095,0,0.3106344618,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,3,16
MED12,15.53,338,0.138528139,0,0.3106344618,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,3,16
CD28,89.91,196,0.594594595,0,0.3165673924,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,12
CD15,56.98,302,0.846153846,1,0.4730586042,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24,3,15
