,gene,result,rank,azimuth,crisprpred
5078,MED12,0,0.602813853,0.5183782768,-0.0081959325
5079,MED12,0,0.606060606,0.5183782768,-0.008194736
5081,MED12,0,0.632034632,0.5694506436,0.3099280581
5082,MED12,0,0.649350649,0.5694506436,0.3099286977
5084,MED12,1,0.948051948,0.7038900605,0.3332466304
5085,MED12,1,0.974025974,0.7038900605,0.3332472974
5089,MED12,0,0.504329004,0.4759906072,0.1583572591
5090,MED12,0,0.496753247,0.4759906072,0.1583583168
5100,MED12,0,0.114718615,0.312911148,0.0339658331
5101,MED12,0,0.265151515,0.312911148,0.0339670184
5107,MED12,1,0.951298701,0.6551505312,0.4492149681
5108,MED12,1,0.987012987,0.6551505312,0.4492154075
5112,MED12,0,0.055194805,0.3031184581,-0.0653036622
5113,MED12,0,0.034632035,0.3031184581,-0.0653023123
5120,MED12,0,0.069264069,0.0910090099,0.028886369
5121,MED12,0,0.121212121,0.0910090099,0.0288875686
5128,MED12,0,0.264069264,0.3857087874,-0.0700951122
5129,MED12,0,0.321428571,0.3857087874,-0.0700939473
5133,MED12,0,0.487012987,0.4896374676,-0.0640805688
5134,MED12,0,0.474025974,0.4896374676,-0.0640792522
5145,MED12,0,0.359307359,0.6980754696,0.3710049424
5146,MED12,0,0.319264069,0.6980754696,0.3710055071
5151,MED12,0,0.285714286,0.496754408,0.2874399128
5152,MED12,0,0.256493506,0.496754408,0.287440701
5154,MED12,0,0.609307359,0.4908742244,-0.1960075006
5155,MED12,0,0.560606061,0.4908742244,-0.1960059621
5156,MED12,0,0.268398268,0.4104065094,0.1562749096
5157,MED12,0,0.235930736,0.4104065094,0.1562758874
5159,MED12,0,0.130952381,0.2982251868,-0.0821872995
5160,MED12,0,0.25,0.2982251868,-0.0821859387
5168,MED12,0,0.557359307,0.5542506157,0.150590119
5169,MED12,0,0.661255411,0.5542506157,0.1505912774
5173,MED12,1,0.937229437,0.5189295075,0.4165370348
5174,MED12,1,0.944805195,0.5189295075,0.4165376182
5183,MED12,0,0.297619048,0.4055699775,0.0475804552
5184,MED12,0,0.28030303,0.4055699775,0.0475819516
5192,MED12,0,0.0995671,0.5589183318,-0.0581257415
5193,MED12,0,0.217532468,0.5589183318,-0.0581245682
5202,MED12,1,0.91991342,0.771951024,0.2719234899
5203,MED12,1,0.898268398,0.771951024,0.2719241437
5210,MED12,0,0.234848485,0.3443163709,0.2300248486
5211,MED12,0,0.195887446,0.3443163709,0.2300256821
5212,MED12,0,0.654761905,0.7065899901,0.3319883096
5213,MED12,0,0.702380952,0.7065899901,0.3319889197
5215,MED12,0,0.661255411,0.5814035813,0.1139320683
5216,MED12,0,0.523809524,0.5814035813,0.1139332804
5218,MED12,0,0.165584416,0.4983854517,0.1585920952
5219,MED12,0,0.273809524,0.4983854517,0.1585932406
5221,MED12,0,0.54978355,0.5953926481,0.154991114
5222,MED12,0,0.404761905,0.5953926481,0.1549921588
5227,MED12,0,0.281385281,0.4844995095,0.4020731943
5228,MED12,0,0.248917749,0.4844995095,0.402073884
5229,MED12,0,0.703463203,0.652235057,0.0744821925
5230,MED12,0,0.658008658,0.652235057,0.0744833404
5238,MED12,0,0.124458874,0.1785721529,0.047876681
5239,MED12,0,0.104978355,0.1785721529,0.0478778047
5241,MED12,0,0.649350649,0.5175743738,0.0378008485
5242,MED12,0,0.573593074,0.5175743738,0.0378021319
5244,MED12,0,0.725108225,0.5651809985,0.2463057609
5245,MED12,0,0.652597403,0.5651809985,0.2463067778
5248,MED12,1,0.840909091,0.5421476699,0.6424884344
5249,MED12,1,0.805194805,0.5421476699,0.6424885814
5252,MED12,0,0.672077922,0.5576595139,0.0128159885
5253,MED12,0,0.648268398,0.5576595139,0.0128175255
5260,MED12,0,0.32034632,0.4784943475,0.0388491764
5261,MED12,0,0.41017316,0.4784943475,0.0388506274
5262,MED12,0,0.694805195,0.6573014941,0.011027434
5263,MED12,0,0.636363636,0.6573014941,0.0110289279
5265,MED12,0,0.634199134,0.5498913232,-0.1406240941
5266,MED12,0,0.545454545,0.5498913232,-0.1406225027
5269,MED12,1,0.981601732,0.5466547094,0.3906523007
5270,MED12,1,0.989177489,0.5466547094,0.390653033
5289,MED12,0,0.572510823,0.6223377738,0.1746169023
5290,MED12,0,0.603896104,0.6223377738,0.174618005
5291,MED12,0,0.088744589,0.2805046029,0.2425983231
5292,MED12,0,0.101731602,0.2805046029,0.2425991428
5304,MED12,0,0.454545455,0.3460404044,0.0465030228
5305,MED12,0,0.45995671,0.3460404044,0.0465043259
5309,MED12,0,0.032467532,0.4789519591,-0.1640593258
5310,MED12,0,0.054112554,0.4789519591,-0.1640578162
2,NF1,1,0.868206522,0.6175122138,0.3449553154
4,NF1,0,0.432065217,0.4598820009,0.095010302
6,NF1,0,0.239130435,0.5704079655,-0.0324415367
8,NF1,0,0.533967391,0.6194023163,0.1403447394
16,NF1,0,0.282608696,0.2402105197,0.5378471619
20,NF1,0,0.100543478,0.5083450384,0.2925743559
22,NF1,1,0.975543478,0.591609864,0.5055253236
23,NF1,0,0.442934783,0.6313676905,0.1610668812
40,NF1,0,0.690217391,0.6298749852,-0.1095371299
46,NF1,1,0.964673913,0.7199002459,0.0680139099
47,NF1,0,0.369565217,0.6781406533,0.1380769211
51,NF1,0,0.669836957,0.2317550952,0.094329846
53,NF1,0,0.266304348,0.3890429003,-0.1248425935
64,NF1,0,0.22826087,0.5710475192,-0.0702025701
66,NF1,0,0.39673913,0.6243503475,0.1881950377
68,NF1,0,0.546195652,0.5140931709,-0.1146758555
69,NF1,0,0.710597826,0.4453548166,0.1884528995
73,NF1,0,0.225543478,0.4310209889,0.6110092859
78,NF1,1,0.900815217,0.6817258651,0.6958712414
79,NF1,0,0.75951087,0.4457953822,-0.0357295596
84,NF1,0,0.61548913,0.4554503216,0.2217401763
98,NF1,0,0.523097826,0.3545229735,-0.1219280102
99,NF1,0,0.044836957,0.241392569,0.3963588731
103,NF1,0,0.092391304,0.1603345105,-0.0167232319
106,NF1,0,0.214673913,0.3700717774,0.0447329976
115,NF1,0,0.50951087,0.3886417225,0.3741994354
116,NF1,1,0.857336957,0.712184884,0.3884446186
140,NF1,0,0.44701087,0.432851696,-0.0341993346
141,NF1,0,0.201086957,0.3360758786,0.5819542986
155,NF1,0,0.368206522,0.5276122655,0.1112339643
156,NF1,0,0.262228261,0.3498275914,0.1985170593
157,NF1,0,0.149456522,0.3415628481,0.3787753556
165,NF1,1,0.941576087,0.6760602398,0.4523376841
169,NF1,0,0.774456522,0.606396489,0.1119652161
171,NF1,0,0.532608696,0.6759203761,0.4238108225
176,NF1,0,0.15625,0.1754014831,0.1693900141
179,NF1,0,0.489130435,0.6157268994,-0.0164211012
187,NF1,0,0.332880435,0.3431569551,-0.0084316519
198,NF1,1,0.88451087,0.6218540638,0.1193645808
203,NF1,0,0.014945652,0.3986052221,0.0374994816
206,NF1,1,0.936141304,0.6034715731,0.6351774147
211,NF1,1,0.932065217,0.3996393254,0.4886015577
213,NF1,0,0.505434783,0.4912848564,0.2327670012
219,NF1,1,0.951086957,0.5568610023,0.283905271
220,NF1,0,0.430706522,0.4562391519,-0.144881554
241,NF1,0,0.024456522,0.0763119882,0.112557395
245,NF1,0,0.304347826,0.4750408552,0.1933603013
246,NF1,0,0.278532609,0.4888270601,0.1133879367
247,NF1,0,0.230978261,0.188447272,0.1936912902
251,NF1,0,0.319293478,0.3401924289,0.6412346922
266,NF1,0,0.421195652,0.1728753112,0.2760618118
274,NF1,1,0.991847826,0.7291693015,0.5523838056
275,NF1,0,0.551630435,0.6357226763,0.1910707161
277,NF1,1,0.804347826,0.6357840734,0.3214399547
286,NF1,0,0.682065217,0.6433797752,0.1018959781
290,NF1,0,0.082880435,0.3316709805,0.4121804301
291,NF1,0,0.614130435,0.6676819457,0.3591286655
292,NF1,0,0.346467391,0.7208338822,0.2901183818
294,NF1,0,0.273097826,0.5829872046,0.1997544433
331,NF1,1,0.976902174,0.7548446955,0.8442050046
344,NF1,1,0.917119565,0.5428288717,0.3987004716
360,NF1,0,0.277173913,0.3904976255,0.0138463757
365,NF1,1,0.864130435,0.6716086479,0.403644294
377,NF1,0,0.118206522,0.1814834992,0.1371217601
378,NF1,0,0.33423913,0.3980617626,0.095829953
383,NF1,0,0.658967391,0.5294948691,0.2969222222
391,NF1,0,0.232336957,0.3188112425,-0.027538427
395,NF1,0,0.311141304,0.5282556897,0.1702618584
397,NF1,0,0.778532609,0.6390102851,0.0953288194
417,NF1,0,0.046195652,0.2753477999,0.3143711517
423,NF1,0,0.16576087,0.5480140899,0.114606017
437,NF1,0,0.645380435,0.5262738528,0.1064910536
439,NF1,0,0.70923913,0.687443018,0.4813534849
443,NF1,0,0.252717391,0.4585876411,0.2951564327
459,NF1,0,0.6875,0.5075903634,0.1120241688
462,NF1,0,0.366847826,0.5944460389,0.1460631528
472,NF1,0,0.567934783,0.5084971984,-0.0582725131
475,NF1,0,0.224184783,0.5429823238,0.2275007631
476,NF1,0,0.010869565,0.0445833549,-0.1253829275
477,NF1,0,0.331521739,0.6399845946,0.2040320615
478,NF1,0,0.595108696,0.6206029467,0.1934101316
504,NF1,0,0.748641304,0.5982898998,-0.0038756724
512,NF1,0,0.29076087,0.3490902392,0.106474495
514,NF1,0,0.059782609,0.4664253278,0.0448440494
517,NF1,1,0.820652174,0.6394450119,0.482062933
523,NF1,0,0.13451087,0.2155442074,0.4047046537
524,NF1,1,0.801630435,0.675518875,0.4407144222
527,NF1,0,0.03125,0.2696189152,0.1720884966
536,NF1,0,0.186141304,0.4857107763,0.140850412
540,NF1,0,0.41576087,0.3395889314,0.2760939186
541,NF1,0,0.403532609,0.4384965482,0.3850355024
542,NF1,1,0.974184783,0.5347766407,0.3613780747
546,NF1,1,0.910326087,0.6165433109,0.2802995104
547,NF1,0,0.391304348,0.4543491977,0.1566166957
554,NF1,0,0.555706522,0.4810409445,0.6106434886
555,NF1,0,0.716032609,0.556997572,0.1877463207
559,NF1,1,0.97826087,0.5479022977,0.0107503218
560,NF1,0,0.3125,0.5559766446,0.0223473802
563,NF1,0,0.339673913,0.4293982,-0.1558939326
567,NF1,0,0.638586957,0.540986794,0.4211057346
568,NF1,1,0.894021739,0.7632527679,0.4552714048
576,NF1,0,0.585597826,0.2728864798,-0.1106186142
578,NF1,0,0.130434783,0.3263317635,-0.1065693704
610,NF1,1,0.888586957,0.6072938631,0.1258079646
613,NF1,1,0.961956522,0.7599819042,0.6364517508
616,NF1,0,0.360054348,0.4203872412,-0.0267557694
651,NF1,0,0.180706522,0.3833065165,-0.1422490646
652,NF1,0,0.732336957,0.6039872473,0.2047628706
654,NF1,0,0.559782609,0.5455354125,0.197232141
656,NF1,0,0.524456522,0.4251612074,-0.0404981108
660,NF1,0,0.40625,0.4945231336,-0.1100038977
661,NF1,0,0.46875,0.7117249235,0.305784005
662,NF1,1,0.957880435,0.5420625153,0.4545117311
665,NF1,1,0.869565217,0.65371072,0.4118458766
666,NF1,0,0.08423913,0.2063335371,0.2015930923
667,NF1,0,0.654891304,0.6269729571,-0.0488782569
676,NF1,0,0.286684783,0.3573049925,0.4282992588
678,NF1,0,0.695652174,0.7639251761,0.2360569231
682,NF1,1,0.885869565,0.5153465769,0.0269734817
684,NF1,0,0.574728261,0.5799734093,0.178838341
686,NF1,1,0.923913043,0.629406736,0.2260332324
692,NF1,0,0.399456522,0.3767570449,0.3036988777
699,NF1,0,0.461956522,0.6181083997,0.1203526516
727,NF1,0,0.698369565,0.6447032787,0.1693885704
728,NF1,0,0.229619565,0.4805892964,0.0612537995
739,NF1,0,0.097826087,0.2965259939,-0.0816906682
754,NF1,0,0.074728261,0.1719544322,-0.1166111635
758,NF1,0,0.589673913,0.4868057024,0.1640224189
760,NF1,0,0.610054348,0.6103459536,0.2071566801
764,NF1,0,0.425271739,0.415734146,0.2253029817
774,NF1,0,0.528532609,0.6662115867,0.007415282
778,NF1,0,0.535326087,0.4527933255,0.1585542319
779,NF1,0,0.035326087,0.2206900073,0.0769840806
784,NF1,1,0.997282609,0.6587130321,0.1533320053
803,NF1,0,0.142663043,0.2757650124,0.2540429216
805,NF1,0,0.362771739,0.5387304965,0.2548575092
814,NF1,0,0.264945652,0.653239627,0.3690856703
843,NF1,0,0.413043478,0.2975329075,0.291906987
847,NF1,0,0.195652174,0.3908824132,0.4212454359
851,NF1,0,0.649456522,0.4794647793,0.2273385749
857,NF1,0,0.563858696,0.5013774141,0.1175956519
861,NF1,1,0.892663043,0.5764320317,0.1608381969
864,NF1,0,0.736413043,0.7588218513,0.3803184492
865,NF1,0,0.429347826,0.4454682411,0.3001638358
877,NF1,0,0.088315217,0.0851772681,0.1999903852
878,NF1,1,0.842391304,0.7141832144,0.4876599019
891,NF1,1,0.92798913,0.4969819548,0.202020947
897,NF1,0,0.220108696,0.6285602446,0.4379947899
904,NF1,1,0.995923913,0.5164418935,0.1255694477
912,NF1,1,0.875,0.6002393271,0.3387212374
918,NF1,0,0.422554348,0.6089174851,0.0264364795
920,NF1,0,0.55298913,0.4648030662,-0.1838510895
922,NF1,0,0.45923913,0.5090849572,0.0407999109
923,NF1,0,0.788043478,0.5371471725,0.1906824894
924,NF1,0,0.775815217,0.5292417444,-0.0854155798
941,NF1,1,0.913043478,0.6151010782,0.6215742794
942,NF1,0,0.504076087,0.4864089307,-0.2325746973
950,NF1,0,0.517663043,0.4731254047,0.2875637819
952,NF1,0,0.543478261,0.4906186242,0.1066087907
953,NF1,1,0.851902174,0.6745871058,0.6151211596
965,NF1,0,0.377717391,0.4501907329,0.0554659341
970,NF1,0,0.702445652,0.5271195856,-0.0076947116
972,NF1,0,0.558423913,0.6048580902,0.0985199238
975,NF1,0,0.338315217,0.4170494042,-0.0894417984
988,NF1,0,0.744565217,0.409356176,0.1127553164
989,NF1,0,0.630434783,0.5508468389,0.3328121466
996,NF1,1,0.816576087,0.6136041952,0.3384718977
1018,NF1,0,0.173913043,0.4168948189,-0.2100242607
1020,NF1,0,0.176630435,0.4906925482,-0.1609275591
1022,NF1,1,0.925271739,0.6147420376,0.4434351354
1029,NF1,0,0.557065217,0.4465522067,0.2133882595
1030,NF1,0,0.315217391,0.4024618156,0.3328845266
1031,NF1,1,0.90625,0.6778636115,0.5807669675
1046,NF1,0,0.383152174,0.5434610898,0.1140173117
1049,NF1,0,0.455163043,0.6046985343,0.3486268714
1059,NF1,0,0.061141304,0.1879168732,0.127586677
1060,NF1,1,0.823369565,0.6296591422,0.3545264141
1065,NF1,0,0.086956522,0.2017696874,-0.069414277
1066,NF1,0,0.436141304,0.5184045338,0.1625548975
1091,NF1,0,0.179347826,0.5299583563,-0.1394368139
1092,NF1,0,0.739130435,0.5800154621,0.0372978302
1094,NF1,0,0.237771739,0.4228734942,-0.065827096
1095,NF1,0,0.773097826,0.5982877125,0.2127850553
1096,NF1,0,0.487771739,0.6618760127,0.0471478452
1101,NF1,0,0.150815217,0.2158134357,0.1773312352
1102,NF1,1,0.952445652,0.5651721109,0.1803786265
1103,NF1,0,0.020380435,0.3067111157,0.1182519599
1105,NF1,0,0.66576087,0.4783346954,0.1055877952
1106,NF1,1,0.839673913,0.7323507334,0.4516339339
1119,NF1,1,0.808423913,0.5576565422,0.4506816282
1126,NF1,1,0.926630435,0.6717399764,0.4245382686
1130,NF1,0,0.577445652,0.4682971729,0.1411425146
1133,NF1,1,0.850543478,0.4751159052,0.4874443803
1138,NF1,0,0.463315217,0.5502116518,0.3301972645
1139,NF1,0,0.247282609,0.2682561012,0.3028427053
1140,NF1,1,0.82201087,0.6984606471,0.6433360663
1143,NF1,0,0.717391304,0.5928429447,-0.033995793
1144,NF1,0,0.493206522,0.6166870388,0.4865803715
1149,NF1,0,0.414402174,0.0934388836,-0.1802678913
1151,NF1,0,0.316576087,0.4136980189,-0.0224403721
1153,NF1,0,0.345108696,0.4992368153,-0.0137608941
1157,NF1,0,0.236413043,0.6790969039,0.4536977433
1173,NF1,0,0.065217391,0.387738829,0.0134971018
1174,NF1,0,0.206521739,0.3333891322,-0.0297920917
1189,NF1,0,0.11548913,0.2597961134,0.153767947
1201,NF1,1,0.956521739,0.5826440184,0.2639996476
1212,NF1,0,0.683423913,0.4826633229,0.1224181345
1213,NF1,1,0.933423913,0.5551289989,0.3459495677
1216,NF1,0,0.591032609,0.5512726283,0.1152615214
1220,NF1,0,0.419836957,0.501100266,0.1775565448
1224,NF1,0,0.672554348,0.5892986698,-0.1440829363
1230,NF1,0,0.782608696,0.6365059167,-0.258203882
1232,NF1,0,0.622282609,0.5011575478,-0.1937816508
1249,NF1,1,0.908967391,0.4994077398,-0.1003030126
1250,NF1,0,0.157608696,0.2591464013,-0.2083899595
1254,NF1,0,0.02173913,0.4968257475,0.0831497499
1296,NF1,0,0.692934783,0.5002787574,0.4122632961
1299,NF1,0,0.294836957,0.3486913951,0.1958810693
1312,NF1,0,0.408967391,0.5711596163,0.3484516659
1320,NF1,0,0.657608696,0.4824926663,0.0661398516
1330,NF1,0,0.308423913,0.5724775124,0.0589914018
1332,NF1,0,0.148097826,0.3957459206,-0.1669177985
1333,NF1,0,0.625,0.6350493664,0.2305073913
1339,NF1,0,0.301630435,0.5985343952,0.0905606795
1340,NF1,0,0.453804348,0.2495320804,0.369037761
1348,NF1,0,0.733695652,0.6887478036,0.1594682339
1349,NF1,0,0.145380435,0.4634220099,0.0157253623
1375,NF1,0,0.663043478,0.4865219227,0.1097360942
1382,NF1,0,0.792119565,0.5522387544,0.2957367807
1387,NF1,0,0.426630435,0.5227843401,0.2623738945
1419,NF1,0,0.729619565,0.5928596682,0.1097800007
1421,NF1,1,0.881793478,0.5767886863,0.3477162638
1425,NF1,0,0.472826087,0.4703775805,-0.0095466874
1437,NF1,1,0.841032609,0.5096887863,0.2785275268
1451,NF1,0,0.611413043,0.4745793849,-0.0961074088
1460,NF1,0,0.796195652,0.6190713246,0.1577216763
1490,NF1,0,0.754076087,0.5325982007,0.2396185536
1494,NF1,0,0.605978261,0.5239624213,0.0869711503
1501,NF1,0,0.637228261,0.3580371771,0.0196521103
1533,NF1,0,0.081521739,0.2573530901,0.310507054
1548,NF1,0,0.554347826,0.7098422203,0.0671155391
1559,NF1,0,0.379076087,0.5829515049,-0.0148421455
1573,NF1,1,0.942934783,0.5811840093,0.27628033
1576,NF1,0,0.79076087,0.6145870349,0.2097362334
1577,NF1,0,0.641304348,0.6481156199,-0.0222935051
1587,NF1,0,0.244565217,0.5435138704,0.1906737808
1590,NF1,0,0.120923913,0.3584113095,0.5694925523
1594,NF1,0,0.506793478,0.5001537552,0.1566090076
1595,NF1,0,0.016304348,0.4363043945,0.3239732421
1596,NF1,1,0.85326087,0.4550604508,0.0340064133
1603,NF1,0,0.192934783,0.1536814035,0.0249073961
1612,NF1,0,0.512228261,0.6289099229,0.4382877356
1616,NF1,0,0.32201087,0.3607613473,0.1633236416
1624,NF1,1,0.84375,0.7549953391,0.5956146479
1626,NF1,1,0.929347826,0.6851750231,0.4390526862
1639,NF1,1,0.828804348,0.4952516716,0.2744757469
1649,NF1,0,0.207880435,0.6122528822,0.1266048453
1655,NF1,0,0.008152174,0.2169783219,-0.0588765487
1660,NF1,0,0.460597826,0.4058823673,0.1513004221
1685,NF1,0,0.588315217,0.7118159472,0.1852433297
1710,NF1,0,0.498641304,0.4510588587,-0.1223598997
1714,NF1,0,0.417119565,0.4858924218,-0.0032326834
1721,NF1,1,0.809782609,0.4183437935,0.2638326771
1723,NF1,0,0.706521739,0.5768478736,0.1243581127
1741,NF1,0,0.4375,0.6376096446,0.1863793147
1810,NF1,0,0.361413043,0.5137055996,0.3367525866
1837,NF1,0,0.110054348,0.3317182386,0.0295640687
1849,NF1,0,0.573369565,0.4727874182,-0.2237283207
1863,NF1,0,0.434782609,0.4128280754,-0.0950566722
1885,NF1,0,0.475543478,0.5517466352,0.1456483684
1893,NF1,1,0.819293478,0.7274607169,0.4419059296
1899,NF1,0,0.055706522,0.4941211904,-0.2843989459
1920,NF1,0,0.644021739,0.4602042661,0.181976479
1924,NF1,0,0.023097826,0.3682695871,0.2874656671
1956,NF1,0,0.254076087,0.1443224338,-0.1650899012
1961,NF1,0,0.274456522,0.635697883,0.1288331028
1991,NF1,0,0.096467391,0.4251594774,-0.1276198573
2017,NF1,0,0.073369565,0.4931593545,-0.0195214934
2022,NF1,0,0.747282609,0.5618484257,0.3038326862
2027,NF1,0,0.798913043,0.4990198642,0.0745772228
2030,NF1,0,0.255434783,0.5914830194,0.3269782157
2065,NF1,0,0.652173913,0.705885076,-0.0690263872
2066,NF1,0,0.172554348,0.5580297601,-0.0434928684
2084,NF1,0,0.296195652,0.4507734062,0.1955865446
2100,NF1,1,0.858695652,0.4585157758,0.191334798
2131,NF1,0,0.067934783,0.0318997045,-0.0615070678
2152,NF1,1,0.902173913,0.6094599017,0.3960653018
2159,NF1,0,0.141304348,0.5642536298,0.0255275123
2160,NF1,0,0.380434783,0.4010350007,0.0550203546
2164,NF1,1,0.8125,0.7396937861,0.4731718215
2188,NF1,0,0.494565217,0.6695646753,0.0351815416
2209,NF1,0,0.125,0.2840958933,0.2982770136
2210,NF1,0,0.760869565,0.4973514266,0.2872832691
2211,NF1,0,0.199728261,0.3810609036,0.2885785317
2221,NF1,0,0.660326087,0.5850383721,0.277356364
2225,NF1,0,0.650815217,0.5966728699,0.0929068442
2226,NF1,0,0.058423913,0.2411219182,0.0934862236
2227,NF1,0,0.211956522,0.1003165904,0.2053941187
2239,NF1,1,0.835597826,0.6743751212,0.571061309
2243,NF1,0,0.491847826,0.4975912447,0.2237345751
2252,NF1,0,0.309782609,0.4487653446,-0.1751326074
2273,NF1,0,0.547554348,0.7088541222,0.1407539176
2282,NF1,0,0.111413043,0.3755334336,-0.0048232196
2284,NF1,0,0.099184783,0.3781653189,0.0846459487
2301,NF1,0,0.550271739,0.4788158006,0.1049822532
2302,NF1,0,0.182065217,0.2275527889,0.0844915162
2311,NF1,0,0.07201087,0.2383422559,0.0716478981
2315,NF1,0,0.680706522,0.4300718915,0.0274302083
2321,NF1,0,0.53125,0.4873872755,0.0865039019
2336,NF1,0,0.565217391,0.5567575675,-0.0438144077
2348,NF1,0,0.582880435,0.7428132891,0.0860529766
2350,NF1,1,0.930706522,0.5714652623,0.2530692338
2352,NF1,0,0.483695652,0.4384883443,0.3385291913
2366,NF1,1,0.880434783,0.3411459759,0.0426385149
2367,NF1,0,0.626358696,0.2776515631,-0.1095165195
2368,NF1,0,0.107336957,0.1444919909,-0.1175595525
2380,NF1,0,0.699728261,0.6988406872,0.2628080761
2382,NF1,0,0.320652174,0.3608294795,0.2471624066
2385,NF1,1,0.911684783,0.6956611625,0.459907886
2390,NF1,0,0.476902174,0.7242856449,0.2031064414
2400,NF1,0,0.525815217,0.615440791,-0.2212596543
2407,NF1,0,0.364130435,0.6193375781,0.1352770834
2435,NF1,0,0.474184783,0.5997845847,-0.0828726733
2448,NF1,1,0.838315217,0.4915437369,0.3918576094
2449,NF1,0,0.721467391,0.5781100525,0.1484532299
2456,NF1,0,0.251358696,0.2746691397,0.1856298586
2466,NF1,0,0.25,0.3742636157,0.2989759801
2484,NF1,0,0.119565217,0.0932589401,0.0453924167
2488,NF1,0,0.667119565,0.6035516174,0.0159262182
2509,NF1,0,0.025815217,0.1885646953,0.2223054469
2517,NF1,1,0.993206522,0.684278528,0.5962781509
2519,NF1,0,0.21875,0.2872904187,0.1889549373
2521,NF1,0,0.633152174,0.527158642,0.3026561753
2527,NF1,1,0.966032609,0.7854368304,0.415295954
2534,NF1,0,0.355978261,0.5146462169,0.1206877408
2539,NF1,0,0.005434783,0.4094456119,0.2625981321
2544,NF1,1,0.879076087,0.6241391061,0.4081455979
2568,NF1,1,0.91576087,0.5541533414,0.3824480337
2569,NF1,0,0.536684783,0.5145266431,0.0983067515
2571,NF1,0,0.466032609,0.5167975679,0.356271201
2575,NF1,0,0.341032609,0.3981904844,0.3206672586
2590,NF1,0,0.42798913,0.583766833,0.1212724429
2594,NF1,0,0.730978261,0.7178805759,0.5552927249
2597,NF1,1,0.95923913,0.6147184813,0.1030732246
2600,NF1,0,0.470108696,0.4718276754,0.4430828538
2616,NF1,0,0.471467391,0.3731420458,0.1856070561
2621,NF1,0,0.620923913,0.6773880404,0.1805925674
2625,NF1,1,0.86548913,0.6243321123,0.3968276841
2635,NF1,0,0.456521739,0.3978298866,0.0824029741
2641,NF1,0,0.317934783,0.3089280943,-0.0069686552
2643,NF1,0,0.033967391,0.5473026135,0.1533996784
2648,NF1,1,0.876358696,0.5966596326,0.1579472555
2657,NF1,0,0.580163043,0.474304193,0.1049476421
2661,NF1,0,0.358695652,0.5194912232,0.2062335456
2666,NF1,0,0.726902174,0.5232724873,0.2093673219
2667,NF1,1,0.832880435,0.5332506805,0.3611015475
2686,NF1,0,0.777173913,0.5124261183,0.1508304206
2690,NF1,0,0.283967391,0.4112933173,-0.0579771089
2709,NF1,0,0.300271739,0.3081376259,0.1487192793
2720,NF1,0,0.335597826,0.422895716,0.0544732452
2721,NF1,1,0.983695652,0.5356771091,0.2320734054
2741,NF1,0,0.58423913,0.6060518362,0.1220142516
2749,NF1,0,0.502717391,0.5924873041,0.0649861687
2777,NF1,0,0.330163043,0.5066325126,0.4537962252
2786,NF1,0,0.724184783,0.3905779579,0.2462597774
2787,NF1,0,0.5,0.4440589917,0.0420451443
2793,NF1,0,0.385869565,0.2990560078,0.0847267685
2800,NF1,0,0.741847826,0.7416224949,0.3008147164
2806,NF1,0,0.233695652,0.4677597329,0.185524118
2813,NF1,1,0.887228261,0.6072263652,0.5827934146
2819,NF1,0,0.793478261,0.4987980997,0.3189234186
2828,NF1,1,0.877717391,0.823208163,0.3152372243
2834,NF1,0,0.407608696,0.6855412568,0.551912564
2858,NF1,0,0.381793478,0.4850565999,0.2158808606
2862,NF1,1,0.985054348,0.6899269569,0.3464092556
2864,NF1,0,0.538043478,0.4119207602,0.2649940843
2868,NF1,1,0.899456522,0.6656442849,0.4011031137
2869,NF1,0,0.260869565,0.28387422,-0.1379778594
2878,NF1,0,0.078804348,0.2455754534,0.1390428367
2881,NF1,0,0.72826087,0.4957613982,-0.1224619365
2882,NF1,0,0.520380435,0.4904297535,0.4171300487
2883,NF1,0,0.043478261,0.1344159489,-0.1640141748
2888,NF1,0,0.122282609,0.1559215653,0.2507860713
2906,NF1,0,0.324728261,0.1789340996,0.2343420489
2909,NF1,0,0.542119565,0.655969453,0.0157626173
2944,NF1,1,0.855978261,0.6648675398,0.3440317087
2950,NF1,0,0.144021739,0.2418856171,0.4338617651
2951,NF1,0,0.445652174,0.590388126,0.3842007112
2953,NF1,0,0.510869565,0.3565891506,0.1146215283
2957,NF1,0,0.441576087,0.5940531161,0.3001576277
2961,NF1,0,0.612771739,0.649380692,0.45323309
2962,NF1,0,0.444293478,0.6429621122,0.3833377306
2963,NF1,0,0.191576087,0.6347234447,0.4148055484
2965,NF1,0,0.126358696,0.2413495899,0.4708855458
2966,NF1,0,0.786684783,0.7055701714,0.5383299535
2981,NF1,0,0.75,0.6386189116,0.2565847215
3001,NF1,0,0.063858696,0.1949085552,0.0061759777
3002,NF1,0,0.04076087,0.157264138,0.4053689964
3003,NF1,0,0.054347826,0.2480615312,0.1696932136
3007,NF1,0,0.164402174,0.5172378004,0.2588010343
3011,NF1,0,0.785326087,0.5323674624,0.1919199545
3034,NF1,1,0.80298913,0.5245661639,0.3434267884
3043,NF1,0,0.256793478,0.5422847239,0.0199126085
3049,NF1,0,0.269021739,0.198629425,-0.1585909348
3065,NF1,0,0.323369565,0.5117412272,0.2134237578
3073,NF1,1,0.873641304,0.4769916326,0.1193661768
3083,NF1,0,0.077445652,0.1805922489,0.0731966602
3084,NF1,0,0.495923913,0.3825000571,-0.0548153798
